rundate,last_period,reporting_airport_group_name,reporting_airport_name,total_pax_this_period,total_pax_last_period,total_pax_percent,terminal_pax_this_period,terminal_pax_last_period,terminal_pax_percent,transit_pax_this_period,transit_pax_last_period,transit_pax_percent,date
8/16/2021 11:17:33 AM,202006,Other UK Airports,MANCHESTER,204947,39924,413.342851,204947,39924,413.342851,0,0,Null,2021-06-01
8/16/2021 11:17:33 AM,202006,Other UK Airports,NEWCASTLE,39032,4840,706.446281,38987,4809,710.709087,45,31,45.161290,2021-06-01
8/16/2021 11:17:33 AM,202006,Other UK Airports,NEWQUAY,10999,0,Null,10999,0,Null,0,0,Null,2021-06-01
8/16/2021 11:17:33 AM,202006,Other UK Airports,NORWICH,9549,4834,97.538271,9549,4834,97.538271,0,0,Null,2021-06-01
8/16/2021 11:17:33 AM,202006,Other UK Airports,OXFORD (KIDLINGTON),44,58,-24.137931,44,58,-24.137931,0,0,Null,2021-06-01
8/16/2021 11:17:33 AM,202006,Other UK Airports,PRESTWICK,2812,192,1364.583333,2812,192,1364.583333,0,0,Null,2021-06-01
8/16/2021 11:17:33 AM,202006,Other UK Airports,SCATSTA,0,3127,Null,0,3127,Null,0,0,Null,2021-06-01
8/16/2021 11:17:33 AM,202006,Other UK Airports,SOUTHAMPTON,17256,3942,337.747336,17256,3942,337.747336,0,0,Null,2021-06-01
8/16/2021 11:17:33 AM,202006,London Area Airports,SOUTHEND,4523,38,11802.631579,4523,38,11802.631579,0,0,Null,2021-06-01
8/16/2021 11:17:33 AM,202006,London Area Airports,STANSTED,351686,59192,494.144479,351686,59138,494.687003,0,54,Null,2021-06-01
8/16/2021 11:17:33 AM,202006,Other UK Airports,STORNOWAY,6075,658,823.252280,5775,641,800.936037,300,17,1664.705882,2021-06-01
8/16/2021 11:17:33 AM,202006,Other UK Airports,SUMBURGH,17588,3828,359.456635,16996,3498,385.877644,592,330,79.393939,2021-06-01
8/16/2021 11:17:33 AM,202006,Other UK Airports,TEESSIDE INTERNATIONAL AIRPORT,8371,178,4602.808989,7297,178,3999.438202,1074,0,Null,2021-06-01
8/16/2021 11:17:33 AM,202006,Other UK Airports,TIREE,1010,87,1060.919540,1004,54,1759.259259,6,33,-81.818182,2021-06-01
9/14/2021 4:37:27 PM,202007,Other UK Airports,ABERDEEN,101799,59338,71.557855,101799,59338,71.557855,0,0,Null,2021-07-01
9/14/2021 4:37:27 PM,202007,Non UK Reporting Airports,ALDERNEY,4783,2705,76.820702,4783,2705,76.820702,0,0,Null,2021-07-01
9/14/2021 4:37:27 PM,202007,Other UK Airports,BARRA,1448,429,237.529138,1448,424,241.509434,0,5,Null,2021-07-01
9/14/2021 4:37:27 PM,202007,Other UK Airports,BELFAST CITY (GEORGE BEST),97626,22976,324.904248,97626,22976,324.904248,0,0,Null,2021-07-01
9/14/2021 4:37:27 PM,202007,Other UK Airports,BELFAST INTERNATIONAL,275310,103921,164.922393,275270,103921,164.883902,40,0,Null,2021-07-01
9/14/2021 4:37:27 PM,202007,Other UK Airports,BENBECULA,2747,1027,167.478092,2684,634,323.343849,63,393,-83.969466,2021-07-01
9/14/2021 4:37:27 PM,202007,Other UK Airports,BIGGIN HILL,207,275,-24.727273,207,275,-24.727273,0,0,Null,2021-07-01
9/14/2021 4:37:27 PM,202007,Other UK Airports,BIRMINGHAM,205113,135145,51.772541,203642,135115,50.717537,1471,30,4803.333333,2021-07-01
9/14/2021 4:37:27 PM,202007,Other UK Airports,BLACKPOOL,0,530,Null,0,530,Null,0,0,Null,2021-07-01
9/14/2021 4:37:27 PM,202007,Other UK Airports,BOURNEMOUTH,18183,16280,11.689189,18172,16280,11.621622,11,0,Null,2021-07-01
9/14/2021 4:37:27 PM,202007,Other UK Airports,BRISTOL,183068,121115,51.152211,182464,121051,50.733162,604,64,843.750000,2021-07-01
9/14/2021 4:37:27 PM,202007,Other UK Airports,CAMPBELTOWN,463,162,185.802469,463,39,1087.179487,0,123,Null,2021-07-01
9/14/2021 4:37:27 PM,202007,Other UK Airports,CARDIFF WALES,10462,3506,198.402738,10169,3506,190.045636,293,0,Null,2021-07-01
9/14/2021 4:37:27 PM,202007,Other UK Airports,CITY OF DERRY (EGLINTON),9330,6683,39.607960,9330,6683,39.607960,0,0,Null,2021-07-01
9/14/2021 4:37:27 PM,202007,Other UK Airports,DONCASTER SHEFFIELD,18655,26530,-29.683377,18655,26530,-29.683377,0,0,Null,2021-07-01
9/14/2021 4:37:27 PM,202007,Other UK Airports,DUNDEE,2756,383,619.582245,2756,383,619.582245,0,0,Null,2021-07-01
9/14/2021 4:37:27 PM,202007,Other UK Airports,EAST MIDLANDS INTERNATIONAL,75278,79447,-5.247524,74487,79447,-6.243156,791,0,Null,2021-07-01
9/14/2021 4:37:27 PM,202007,Other UK Airports,EDINBURGH,269306,168976,59.375296,269306,168976,59.375296,0,0,Null,2021-07-01
9/14/2021 4:37:27 PM,202007,Other UK Airports,EXETER,13510,2150,528.372093,13493,2150,527.581395,17,0,Null,2021-07-01
9/14/2021 4:37:27 PM,202007,London Area Airports,GATWICK,494635,280475,76.356181,494633,280475,76.355468,2,0,Null,2021-07-01
9/14/2021 4:37:27 PM,202007,Other UK Airports,GLASGOW,200667,68952,191.024191,200334,68952,190.541246,333,0,Null,2021-07-01
9/14/2021 4:37:27 PM,202007,Non UK Reporting Airports,GUERNSEY,26775,5962,349.094264,26775,5962,349.094264,0,0,Null,2021-07-01
9/14/2021 4:37:27 PM,202007,London Area Airports,HEATHROW,1510623,866655,74.305000,1510623,866655,74.305000,0,0,Null,2021-07-01
9/14/2021 4:37:27 PM,202007,Other UK Airports,HUMBERSIDE,2858,1372,108.309038,2858,1372,108.309038,0,0,Null,2021-07-01
9/14/2021 4:37:27 PM,202007,Other UK Airports,INVERNESS,48397,11568,318.369640,48355,11401,324.129462,42,167,-74.850299,2021-07-01
9/14/2021 4:37:27 PM,202007,Other UK Airports,ISLAY,1440,304,373.684211,1425,302,371.854305,15,2,650.000000,2021-07-01
9/14/2021 4:37:27 PM,202007,Non UK Reporting Airports,ISLE OF MAN,15217,2611,482.803524,15217,2611,482.803524,0,0,Null,2021-07-01
9/14/2021 4:37:27 PM,202007,Other UK Airports,ISLES OF SCILLY (ST.MARYS),12337,5003,146.592045,12337,5003,146.592045,0,0,Null,2021-07-01
9/14/2021 4:37:27 PM,202007,Non UK Reporting Airports,JERSEY,80001,21845,266.221103,80001,21845,266.221103,0,0,Null,2021-07-01
9/14/2021 4:37:27 PM,202007,Other UK Airports,KIRKWALL,9401,3393,177.070439,8475,2930,189.249147,926,463,100.000000,2021-07-01
9/14/2021 4:37:27 PM,202007,Other UK Airports,LANDS END (ST JUST),8628,4172,106.807287,8595,4172,106.016299,33,0,Null,2021-07-01
9/14/2021 4:37:27 PM,202007,Other UK Airports,LEEDS BRADFORD,67156,52631,27.597804,66096,52631,25.583781,1060,0,Null,2021-07-01
9/14/2021 4:37:27 PM,202007,Other UK Airports,LERWICK (TINGWALL),243,79,207.594937,243,79,207.594937,0,0,Null,2021-07-01
9/14/2021 4:37:27 PM,202007,Other UK Airports,LIVERPOOL (JOHN LENNON),116983,81890,42.853828,116983,81890,42.853828,0,0,Null,2021-07-01
9/14/2021 4:37:27 PM,202007,London Area Airports,LONDON CITY,53898,12653,325.970126,53898,12653,325.970126,0,0,Null,2021-07-01
9/14/2021 4:37:27 PM,202007,London Area Airports,LUTON,419527,467605,-10.281755,419425,467605,-10.303568,102,0,Null,2021-07-01
9/14/2021 4:37:27 PM,202007,Other UK Airports,LYDD,31,0,Null,31,0,Null,0,0,Null,2021-07-01
9/14/2021 4:37:27 PM,202007,Other UK Airports,MANCHESTER,447973,332158,34.867443,447673,332158,34.777124,300,0,Null,2021-07-01
9/14/2021 4:37:27 PM,202007,Other UK Airports,NEWCASTLE,83539,49623,68.347339,83216,49562,67.902829,323,61,429.508197,2021-07-01
9/14/2021 4:37:27 PM,202007,Other UK Airports,NEWQUAY,23265,2387,874.654378,23253,2387,874.151655,12,0,Null,2021-07-01
9/14/2021 4:37:27 PM,202007,Other UK Airports,NORWICH,12670,6715,88.682055,12670,6715,88.682055,0,0,Null,2021-07-01
9/14/2021 4:37:27 PM,202007,Other UK Airports,OXFORD (KIDLINGTON),50,61,-18.032787,50,61,-18.032787,0,0,Null,2021-07-01
9/14/2021 4:37:27 PM,202007,Other UK Airports,PRESTWICK,7126,13851,-48.552451,7126,13851,-48.552451,0,0,Null,2021-07-01
9/14/2021 4:37:27 PM,202007,Other UK Airports,SOUTHAMPTON,28293,7594,272.570450,28293,7594,272.570450,0,0,Null,2021-07-01
9/14/2021 4:37:27 PM,202007,London Area Airports,SOUTHEND,14479,20819,-30.452952,14479,20819,-30.452952,0,0,Null,2021-07-01
9/14/2021 4:37:27 PM,202007,London Area Airports,STANSTED,692910,468537,47.888000,691728,468537,47.635726,1182,0,Null,2021-07-01
9/14/2021 4:37:27 PM,202007,Other UK Airports,STORNOWAY,7768,2359,229.292073,7569,2106,259.401709,199,253,-21.343874,2021-07-01
9/14/2021 4:37:27 PM,202007,Other UK Airports,SUMBURGH,18160,9962,82.292712,18032,9630,87.248183,128,332,-61.445783,2021-07-01
9/14/2021 4:37:27 PM,202007,Other UK Airports,TEESSIDE INTERNATIONAL AIRPORT,10541,1429,637.648705,9390,1429,557.102869,1151,0,Null,2021-07-01
9/14/2021 4:37:27 PM,202007,Other UK Airports,TIREE,1399,514,172.178988,1354,470,188.085106,45,44,2.272727,2021-07-01
2/9/2022 9:04:36 AM,202008,Other UK Airports,ABERDEEN,119572,66112,80.862778,119572,66112,80.862778,0,0,Null,2021-08-01
2/9/2022 9:04:36 AM,202008,Non UK Reporting Airports,ALDERNEY,5767,3644,58.260154,5767,3644,58.260154,0,0,Null,2021-08-01
2/9/2022 9:04:36 AM,202008,Other UK Airports,BARRA,1518,1048,44.847328,1518,1048,44.847328,0,0,Null,2021-08-01
2/9/2022 9:04:36 AM,202008,Other UK Airports,BELFAST CITY (GEORGE BEST),124156,30243,310.528056,124156,30243,310.528056,0,0,Null,2021-08-01
2/9/2022 9:04:36 AM,202008,Other UK Airports,BELFAST INTERNATIONAL,343462,215215,59.590177,343112,215215,59.427549,350,0,Null,2021-08-01
2/9/2022 9:04:36 AM,202008,Other UK Airports,BENBECULA,2442,1362,79.295154,2409,1133,112.621359,33,229,-85.589520,2021-08-01
2/9/2022 9:04:36 AM,202008,Other UK Airports,BIGGIN HILL,563,413,36.319613,563,413,36.319613,0,0,Null,2021-08-01
2/9/2022 9:04:36 AM,202008,Other UK Airports,BIRMINGHAM,392166,248155,58.032681,389029,248079,56.816579,3137,76,4027.631579,2021-08-01
2/9/2022 9:04:36 AM,202008,Other UK Airports,BLACKPOOL,0,1424,Null,0,1424,Null,0,0,Null,2021-08-01
2/9/2022 9:04:36 AM,202008,Other UK Airports,BOURNEMOUTH,38489,22309,72.526783,38489,22309,72.526783,0,0,Null,2021-08-01
2/9/2022 9:04:36 AM,202008,Other UK Airports,BRISTOL,332387,273373,21.587355,331842,273280,21.429303,545,93,486.021505,2021-08-01
2/9/2022 9:04:36 AM,202008,Other UK Airports,CAMPBELTOWN,508,175,190.285714,508,166,206.024096,0,9,Null,2021-08-01
2/9/2022 9:04:36 AM,202008,Other UK Airports,CARDIFF WALES,18099,15443,17.198731,17724,15399,15.098383,375,44,752.272727,2021-08-01
2/9/2022 9:04:36 AM,202008,Other UK Airports,CITY OF DERRY (EGLINTON),10719,9074,18.128719,10719,9074,18.128719,0,0,Null,2021-08-01
2/9/2022 9:04:36 AM,202008,Other UK Airports,DONCASTER SHEFFIELD,58696,57418,2.225783,58635,57418,2.119544,61,0,Null,2021-08-01
2/9/2022 9:04:36 AM,202008,Other UK Airports,DUNDEE,2885,1039,177.670837,2885,1039,177.670837,0,0,Null,2021-08-01
2/9/2022 9:04:36 AM,202008,Other UK Airports,EAST MIDLANDS INTERNATIONAL,159732,127792,24.993740,156546,127792,22.500626,3186,0,Null,2021-08-01
2/9/2022 9:04:36 AM,202008,Other UK Airports,EDINBURGH,380847,315008,20.900739,380583,315008,20.816932,264,0,Null,2021-08-01
2/9/2022 9:04:36 AM,202008,Other UK Airports,EXETER,19024,8422,125.884588,19024,8422,125.884588,0,0,Null,2021-08-01
2/9/2022 9:04:36 AM,202008,London Area Airports,GATWICK,1023222,900682,13.605246,1022985,900682,13.578932,237,0,Null,2021-08-01
2/9/2022 9:04:36 AM,202008,Other UK Airports,GLASGOW,251995,163252,54.359518,251537,162726,54.577019,458,526,-12.927757,2021-08-01
2/9/2022 9:04:36 AM,202008,Non UK Reporting Airports,GUERNSEY,37132,11129,233.650822,37120,11129,233.542996,12,0,Null,2021-08-01
2/9/2022 9:04:36 AM,202008,London Area Airports,HEATHROW,2232752,1418659,57.384685,2232284,1418659,57.351696,468,0,Null,2021-08-01
2/9/2022 9:04:36 AM,202008,Other UK Airports,HUMBERSIDE,3740,2496,49.839744,3740,2496,49.839744,0,0,Null,2021-08-01
2/9/2022 9:04:36 AM,202008,Other UK Airports,INVERNESS,60711,30619,98.278846,60711,30352,100.023063,0,267,Null,2021-08-01
2/9/2022 9:04:36 AM,202008,Other UK Airports,ISLAY,1683,865,94.566474,1673,836,100.119617,10,29,-65.517241,2021-08-01
2/9/2022 9:04:36 AM,202008,Non UK Reporting Airports,ISLE OF MAN,22933,7184,219.223274,22933,7184,219.223274,0,0,Null,2021-08-01
2/9/2022 9:04:36 AM,202008,Other UK Airports,ISLES OF SCILLY (ST.MARYS),12073,7963,51.613713,12073,7963,51.613713,0,0,Null,2021-08-01
2/9/2022 9:04:36 AM,202008,Non UK Reporting Airports,JERSEY,121316,61317,97.850515,121316,61317,97.850515,0,0,Null,2021-08-01
2/9/2022 9:04:36 AM,202008,Other UK Airports,KIRKWALL,10146,5320,90.714286,9428,4324,118.038853,718,996,-27.911647,2021-08-01
2/9/2022 9:04:36 AM,202008,Other UK Airports,LANDS END (ST JUST),8510,5908,44.041977,8463,5908,43.246445,47,0,Null,2021-08-01
2/9/2022 9:04:36 AM,202008,Other UK Airports,LEEDS BRADFORD,134053,85560,56.677186,130956,85560,53.057504,3097,0,Null,2021-08-01
2/9/2022 9:04:36 AM,202008,Other UK Airports,LERWICK (TINGWALL),342,153,123.529412,342,153,123.529412,0,0,Null,2021-08-01
2/9/2022 9:04:36 AM,202008,Other UK Airports,LIVERPOOL (JOHN LENNON),203779,171186,19.039524,203779,171186,19.039524,0,0,Null,2021-08-01
2/9/2022 9:04:36 AM,202008,London Area Airports,LONDON CITY,86583,21826,296.696600,86583,21826,296.696600,0,0,Null,2021-08-01
2/9/2022 9:04:36 AM,202008,London Area Airports,LUTON,772808,835310,-7.482492,772528,835310,-7.516012,280,0,Null,2021-08-01
2/9/2022 9:04:36 AM,202008,Other UK Airports,MANCHESTER,865320,677821,27.662023,864534,677626,27.582767,786,195,303.076923,2021-08-01
2/9/2022 9:04:36 AM,202008,Other UK Airports,NEWCASTLE,148212,104989,41.169075,147008,104936,40.093009,1204,53,2171.698113,2021-08-01
2/9/2022 9:04:36 AM,202008,Other UK Airports,NEWQUAY,29110,7412,292.741500,29092,7412,292.498651,18,0,Null,2021-08-01
2/9/2022 9:04:36 AM,202008,Other UK Airports,NORWICH,14299,2784,413.613506,14299,2784,413.613506,0,0,Null,2021-08-01
2/9/2022 9:04:36 AM,202008,Other UK Airports,OXFORD (KIDLINGTON),247,191,29.319372,247,191,29.319372,0,0,Null,2021-08-01
2/9/2022 9:04:36 AM,202008,Other UK Airports,PRESTWICK,12031,12527,-3.959448,12031,12527,-3.959448,0,0,Null,2021-08-01
2/9/2022 9:04:36 AM,202008,Other UK Airports,SOUTHAMPTON,40745,11807,245.091895,40745,11807,245.091895,0,0,Null,2021-08-01
2/9/2022 9:04:36 AM,202008,London Area Airports,SOUTHEND,26675,34680,-23.082468,26675,34680,-23.082468,0,0,Null,2021-08-01
2/9/2022 9:04:36 AM,202008,London Area Airports,STANSTED,1143922,901742,26.856906,1143232,901664,26.791355,690,78,784.615385,2021-08-01
2/9/2022 9:04:36 AM,202008,Other UK Airports,STORNOWAY,7726,3822,102.145474,7548,3601,109.608442,178,221,-19.457014,2021-08-01
2/9/2022 9:04:36 AM,202008,Other UK Airports,SUMBURGH,19909,11266,76.717557,19898,10804,84.172529,11,462,-97.619048,2021-08-01
2/9/2022 9:04:36 AM,202008,Other UK Airports,TEESSIDE INTERNATIONAL AIRPORT,12822,2529,406.998814,11756,2529,364.847766,1066,0,Null,2021-08-01
2/9/2022 9:04:36 AM,202008,Other UK Airports,TIREE,1349,914,47.592998,1339,894,49.776286,10,20,-50.000000,2021-08-01
2/10/2022 4:31:58 PM,202009,Other UK Airports,ABERDEEN,126394,71159,77.621945,126394,71159,77.621945,0,0,Null,2021-09-01
2/10/2022 4:31:58 PM,202009,Non UK Reporting Airports,ALDERNEY,5139,4005,28.314607,5139,4005,28.314607,0,0,Null,2021-09-01
2/10/2022 4:31:58 PM,202009,Other UK Airports,BARRA,1206,930,29.677419,1206,930,29.677419,0,0,Null,2021-09-01
2/10/2022 4:31:58 PM,202009,Other UK Airports,BELFAST CITY (GEORGE BEST),101343,37011,173.818594,101343,36988,173.988861,0,23,Null,2021-09-01
2/10/2022 4:31:58 PM,202009,Other UK Airports,BELFAST INTERNATIONAL,312091,173407,79.976010,311344,173407,79.545232,747,0,Null,2021-09-01
2/10/2022 4:31:58 PM,202009,Other UK Airports,BENBECULA,2284,1279,78.577013,2270,1259,80.301827,14,20,-30.000000,2021-09-01
2/10/2022 4:31:58 PM,202009,Other UK Airports,BIGGIN HILL,269,225,19.555556,269,225,19.555556,0,0,Null,2021-09-01
2/10/2022 4:31:58 PM,202009,Other UK Airports,BIRMINGHAM,409568,225131,81.924302,409305,224890,82.002312,263,241,9.128631,2021-09-01
2/10/2022 4:31:58 PM,202009,Other UK Airports,BLACKPOOL,0,1341,Null,0,1341,Null,0,0,Null,2021-09-01
2/10/2022 4:31:58 PM,202009,Other UK Airports,BOURNEMOUTH,38201,15971,139.189781,38201,15971,139.189781,0,0,Null,2021-09-01
2/10/2022 4:31:58 PM,202009,Other UK Airports,BRISTOL,369448,219719,68.145677,369204,219701,68.048393,244,18,1255.555556,2021-09-01
2/10/2022 4:31:58 PM,202009,Other UK Airports,CAMPBELTOWN,439,314,39.808917,432,285,51.578947,7,29,-75.862069,2021-09-01
2/10/2022 4:31:58 PM,202009,Other UK Airports,CARDIFF WALES,24003,13725,74.885246,23907,13725,74.185792,96,0,Null,2021-09-01
2/10/2022 4:31:58 PM,202009,Other UK Airports,CITY OF DERRY (EGLINTON),7630,5596,36.347391,7630,5596,36.347391,0,0,Null,2021-09-01
2/10/2022 4:31:58 PM,202009,Other UK Airports,DONCASTER SHEFFIELD,55099,45531,21.014254,54997,45531,20.790231,102,0,Null,2021-09-01
2/10/2022 4:31:58 PM,202009,Other UK Airports,DUNDEE,2613,1317,98.405467,2613,1317,98.405467,0,0,Null,2021-09-01
2/10/2022 4:31:58 PM,202009,Other UK Airports,EAST MIDLANDS INTERNATIONAL,168247,104045,61.705993,168247,104045,61.705993,0,0,Null,2021-09-01
2/10/2022 4:31:58 PM,202009,Other UK Airports,EDINBURGH,458307,265630,72.535858,457324,265630,72.165795,983,0,Null,2021-09-01
2/10/2022 4:31:58 PM,202009,Other UK Airports,EXETER,20731,9528,117.579765,20731,9528,117.579765,0,0,Null,2021-09-01
2/10/2022 4:31:58 PM,202009,London Area Airports,GATWICK,1033092,735307,40.498050,1032281,735307,40.387756,811,0,Null,2021-09-01
2/10/2022 4:31:58 PM,202009,Other UK Airports,GLASGOW,303714,150736,101.487369,303385,150521,101.556593,329,215,53.023256,2021-09-01
2/10/2022 4:31:58 PM,202009,Non UK Reporting Airports,GUERNSEY,38934,10396,274.509427,38934,10396,274.509427,0,0,Null,2021-09-01
2/10/2022 4:31:58 PM,202009,London Area Airports,HEATHROW,2571198,1256617,104.612702,2571017,1256479,104.620770,181,138,31.159420,2021-09-01
2/10/2022 4:31:58 PM,202009,Other UK Airports,HUMBERSIDE,3877,2654,46.081387,3877,2605,48.829175,0,49,Null,2021-09-01
2/10/2022 4:31:58 PM,202009,Other UK Airports,INVERNESS,55619,28154,97.552746,55619,28050,98.285205,0,104,Null,2021-09-01
2/10/2022 4:31:58 PM,202009,Other UK Airports,ISLAY,1811,939,92.864750,1792,914,96.061269,19,25,-24.000000,2021-09-01
2/10/2022 4:31:58 PM,202009,Non UK Reporting Airports,ISLE OF MAN,24856,5046,392.588189,24856,5046,392.588189,0,0,Null,2021-09-01
2/10/2022 4:31:58 PM,202009,Other UK Airports,ISLES OF SCILLY (ST.MARYS),9871,8724,13.147639,9871,8724,13.147639,0,0,Null,2021-09-01
2/10/2022 4:31:58 PM,202009,Non UK Reporting Airports,JERSEY,114686,44148,159.776207,114682,44148,159.767147,4,0,Null,2021-09-01
2/10/2022 4:31:58 PM,202009,Other UK Airports,KIRKWALL,9849,6175,59.497976,9177,5174,77.367607,672,1001,-32.867133,2021-09-01
2/10/2022 4:31:58 PM,202009,Other UK Airports,LANDS END (ST JUST),7213,6337,13.823576,7213,6330,13.949447,0,7,Null,2021-09-01
2/10/2022 4:31:58 PM,202009,Other UK Airports,LEEDS BRADFORD,146750,81482,80.101127,146750,81474,80.118811,0,8,Null,2021-09-01
2/10/2022 4:31:58 PM,202009,Other UK Airports,LERWICK (TINGWALL),294,157,87.261146,294,157,87.261146,0,0,Null,2021-09-01
2/10/2022 4:31:58 PM,202009,Other UK Airports,LIVERPOOL (JOHN LENNON),189022,119783,57.803695,189022,119783,57.803695,0,0,Null,2021-09-01
2/10/2022 4:31:58 PM,202009,London Area Airports,LONDON CITY,121602,28472,327.093285,121602,28472,327.093285,0,0,Null,2021-09-01
2/10/2022 4:31:58 PM,202009,London Area Airports,LUTON,697931,586038,19.093130,697300,585641,19.066117,631,397,58.942065,2021-09-01
2/10/2022 4:31:58 PM,202009,Other UK Airports,MANCHESTER,974924,629834,54.790627,974781,629761,54.785863,143,73,95.890411,2021-09-01
2/10/2022 4:31:58 PM,202009,Other UK Airports,NEWCASTLE,179488,95560,87.827543,179240,95453,87.778278,248,107,131.775701,2021-09-01
2/10/2022 4:31:58 PM,202009,Other UK Airports,NEWQUAY,16659,6507,156.016598,16659,6507,156.016598,0,0,Null,2021-09-01
2/10/2022 4:31:58 PM,202009,Other UK Airports,NORWICH,15577,9635,61.670991,15577,9635,61.670991,0,0,Null,2021-09-01
2/10/2022 4:31:58 PM,202009,Other UK Airports,OXFORD (KIDLINGTON),50,74,-32.432432,50,74,-32.432432,0,0,Null,2021-09-01
2/10/2022 4:31:58 PM,202009,Other UK Airports,PRESTWICK,16303,9023,80.682700,16303,9023,80.682700,0,0,Null,2021-09-01
2/10/2022 4:31:58 PM,202009,Other UK Airports,SOUTHAMPTON,42152,16699,152.422301,42152,16699,152.422301,0,0,Null,2021-09-01
2/10/2022 4:31:58 PM,202009,London Area Airports,SOUTHEND,23581,13202,78.616876,23581,13202,78.616876,0,0,Null,2021-09-01
2/10/2022 4:31:58 PM,202009,London Area Airports,STANSTED,1116992,663683,68.302036,1116585,663683,68.240711,407,0,Null,2021-09-01
2/10/2022 4:31:58 PM,202009,Other UK Airports,STORNOWAY,7531,3996,88.463463,7392,3869,91.057121,139,127,9.448819,2021-09-01
2/10/2022 4:31:58 PM,202009,Other UK Airports,SUMBURGH,19475,12262,58.824009,19401,11897,63.074725,74,365,-79.726027,2021-09-01
2/10/2022 4:31:58 PM,202009,Other UK Airports,TEESSIDE INTERNATIONAL AIRPORT,11172,3333,235.193519,10610,3199,231.666146,562,134,319.402985,2021-09-01
2/10/2022 4:31:58 PM,202009,Other UK Airports,TIREE,1065,896,18.861607,1035,883,17.214043,30,13,130.769231,2021-09-01
2/10/2022 4:31:58 PM,202009,Other UK Airports,WICK JOHN O GROATS,18,0,Null,0,0,Null,18,0,Null,2021-09-01
2/15/2022 5:04:25 PM,202010,Other UK Airports,ABERDEEN,139315,70224,98.386591,139315,70223,98.389417,0,1,Null,2021-10-01
2/15/2022 5:04:25 PM,202010,Non UK Reporting Airports,ALDERNEY,4666,3441,35.600116,4666,3441,35.600116,0,0,Null,2021-10-01
2/15/2022 5:04:25 PM,202010,Other UK Airports,BARRA,928,647,43.431221,928,647,43.431221,0,0,Null,2021-10-01
2/15/2022 5:04:25 PM,202010,Other UK Airports,BELFAST CITY (GEORGE BEST),111897,37139,201.292442,111897,37139,201.292442,0,0,Null,2021-10-01
2/15/2022 5:04:25 PM,202010,Other UK Airports,BELFAST INTERNATIONAL,371310,109789,238.203281,371310,109789,238.203281,0,0,Null,2021-10-01
2/15/2022 5:04:25 PM,202010,Other UK Airports,BENBECULA,2459,916,168.449782,2459,916,168.449782,0,0,Null,2021-10-01
2/15/2022 5:04:25 PM,202010,Other UK Airports,BIGGIN HILL,331,60,451.666667,331,60,451.666667,0,0,Null,2021-10-01
2/15/2022 5:04:25 PM,202010,Other UK Airports,BIRMINGHAM,502285,144353,247.956052,501961,144240,248.004021,324,113,186.725664,2021-10-01
2/15/2022 5:04:25 PM,202010,Other UK Airports,BLACKPOOL,0,852,Null,0,852,Null,0,0,Null,2021-10-01
2/15/2022 5:04:25 PM,202010,Other UK Airports,BOURNEMOUTH,47422,7362,544.145613,47281,7362,542.230372,141,0,Null,2021-10-01
2/15/2022 5:04:25 PM,202010,Other UK Airports,BRISTOL,446082,105965,320.971075,445796,105965,320.701175,286,0,Null,2021-10-01
2/15/2022 5:04:25 PM,202010,Other UK Airports,CAMPBELTOWN,33,256,-87.109375,33,225,-85.333333,0,31,Null,2021-10-01
2/15/2022 5:04:25 PM,202010,Other UK Airports,CARDIFF WALES,24712,8417,193.596293,24571,8417,191.921112,141,0,Null,2021-10-01
2/15/2022 5:04:25 PM,202010,Other UK Airports,CITY OF DERRY (EGLINTON),7752,3631,113.494905,7752,3631,113.494905,0,0,Null,2021-10-01
2/15/2022 5:04:25 PM,202010,Other UK Airports,DONCASTER SHEFFIELD,61181,22831,167.973370,61181,22738,169.069399,0,93,Null,2021-10-01
2/15/2022 5:04:25 PM,202010,Other UK Airports,DUNDEE,2912,908,220.704846,2912,908,220.704846,0,0,Null,2021-10-01
2/15/2022 5:04:25 PM,202010,Other UK Airports,EAST MIDLANDS INTERNATIONAL,212960,65826,223.519582,212879,65826,223.396530,81,0,Null,2021-10-01
2/15/2022 5:04:25 PM,202010,Other UK Airports,EDINBURGH,587376,164389,257.308579,587277,163888,258.340452,99,501,-80.239521,2021-10-01
2/15/2022 5:04:25 PM,202010,Other UK Airports,EXETER,25301,4280,491.144860,25301,4280,491.144860,0,0,Null,2021-10-01
2/15/2022 5:04:25 PM,202010,London Area Airports,GATWICK,1131302,401240,181.951451,1131190,401196,181.954456,112,44,154.545455,2021-10-01
2/15/2022 5:04:25 PM,202010,Other UK Airports,GLASGOW,386666,106181,264.157429,386349,105871,264.924295,317,310,2.258065,2021-10-01
2/15/2022 5:04:25 PM,202010,Other UK Airports,GLOUCESTERSHIRE,0,5,Null,0,5,Null,0,0,Null,2021-10-01
2/15/2022 5:04:25 PM,202010,Non UK Reporting Airports,GUERNSEY,46272,7145,547.613716,46220,7145,546.885934,52,0,Null,2021-10-01
2/15/2022 5:04:25 PM,202010,London Area Airports,HEATHROW,3043580,1245550,144.356308,3043258,1245508,144.338696,322,42,666.666667,2021-10-01
2/15/2022 5:04:25 PM,202010,Other UK Airports,HUMBERSIDE,3315,2322,42.764858,3315,2322,42.764858,0,0,Null,2021-10-01
2/15/2022 5:04:25 PM,202010,Other UK Airports,INVERNESS,59900,22318,168.393225,59900,22009,172.161389,0,309,Null,2021-10-01
